"ref","article_id","study_id","participant_id","efN_id","dv_var","pct_female","age_mean","age_sd","dv_type","dv_synonym","intent","in_action","RQ","harm","agent_intel","aiType_a","aiType_b","PMA","PMC","responsible","responsibleCat","humanN","humanMean","humanSD","aiN","aiMean","aiSD","aiN.1","aiN.0","humanN.1","humanN.0","yi","vi"
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.660618046519466",-3.45395615704231,-0.659323890600048,"blame",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.75312973904503",-3.45395615704231,-0.659323890600048,"blame",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.688828272494684",-3.45395615704231,-0.659323890600048,"blame",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.660618046519466",-3.45395615704231,-1.01925079229905,"punishment",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.75312973904503",-3.45395615704231,-1.01925079229905,"punishment",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,4,"right",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","right","sidee","action",59.5,"harm","implied","AI","AI","-0.688828272494684",-3.45395615704231,-1.01925079229905,"punishment",118,4.99152542372881,2.28893945027832,108,3.68518518518519,2.30662657003908,NA,NA,NA,NA,-0.566709185933302,0.0184443649583687
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.660618046519466",-3.45395615704231,-0.659323890600048,"blame",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.75312973904503",-3.45395615704231,-0.659323890600048,"blame",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.688828272494684",-3.45395615704231,-0.659323890600048,"blame",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.660618046519466",-3.45395615704231,-1.01925079229905,"punishment",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.75312973904503",-3.45395615704231,-1.01925079229905,"punishment",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s3",2,3,3,5,"permissible",59.2920353982301,38.8230088495575,13.2934270063537,"continuous","permissible","sidee","action",59.5,"harm","implied","AI","AI","-0.688828272494684",-3.45395615704231,-1.01925079229905,"punishment",118,5.17796610169492,2.3593109088573,108,3.94444444444444,2.47542437911115,NA,NA,NA,NA,-0.508963073708156,0.0183069404207078
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.450042631385116,"blame",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.450042631385116,"blame",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.450042631385116,"blame",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.73385289231261,"punishment",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.73385289231261,"punishment",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,6,"moral",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","moral","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.73385289231261,"punishment",114,3.7719298245614,1.99128671755024,119,2.49579831932773,1.84975467718286,NA,NA,NA,NA,-0.662390149611868,0.0181168377577319
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.450042631385116,"blame",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.450042631385116,"blame",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.450042631385116,"blame",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.73385289231261,"punishment",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.73385289231261,"punishment",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,7,"right",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","right","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.73385289231261,"punishment",114,3.2719298245614,2.08782856126324,119,2.18487394957983,1.69228752292506,NA,NA,NA,NA,-0.571443291250618,0.0178760367380163
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.450042631385116,"blame",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.450042631385116,"blame",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.450042631385116,"blame",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-1.05180831231263",-2.07325531396061,-0.73385289231261,"punishment",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","-1.09529400224416",-2.07325531396061,-0.73385289231261,"punishment",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s4",2,4,4,8,"permissible",57.9399141630901,36.0815450643777,11.5324599320893,"continuous","permissible","sidee","action",61,"harm","implied","AI","AI","1.03565142283516",-2.07325531396061,-0.73385289231261,"punishment",114,4.52631578947368,2.14191431339892,119,2.88235294117647,2.09590589850638,NA,NA,NA,NA,-0.773467039761162,0.0184590921596505
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.329449583913678,"blame",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.329449583913678,"blame",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.329449583913678,"blame",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.54014256227623,"punishment",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.54014256227623,"punishment",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,9,"moral",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","moral",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.54014256227623,"punishment",231,4.9004329004329,2.12307197108132,224,3.49107142857143,2.16368534516967,NA,NA,NA,NA,-0.656519297761041,0.0092669357447545
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.329449583913678,"blame",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.329449583913678,"blame",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.329449583913678,"blame",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,10,"right",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","right",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.54014256227623,"punishment",231,4.63636363636364,2.36960329229301,224,3.42410714285714,2.26368268291237,NA,NA,NA,NA,-0.522093852178316,0.0090928306921718
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.329449583913678,"blame",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.14294585553574",-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.57530582569537",-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"bigman2018_s5",2,5,5,11,"permissible",61.3186813186813,37.6307692307693,11.6325883982502,"continuous","permissible",NA,"action",59.5,"harm","implied","AI","AI","-1.33059430744691",-2.78641699822908,-0.54014256227623,"punishment",231,5.65800865800866,2.20077326724898,224,3.89732142857143,2.31260766842518,NA,NA,NA,NA,-0.778974240885792,0.00946010418390938
"chu2023_s2",4,7,6,13,"permissible",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","permissible","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,6.5748031496063,2.37887423368125,121,6.38842975206612,2.51121451634611,NA,NA,NA,NA,-0.0760146277084657,0.0161501282023554
"chu2023_s2",4,7,7,13,"permissible",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","permissible","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,5.57281553398058,2.63411739926742,218,5.69724770642202,2.70178158376602,NA,NA,NA,NA,0.046536162722539,0.0094440786859559
"chu2023_s2",4,7,8,13,"permissible",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","permissible","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.70909090909091,2.4731417991357,122,5,2.53569557836025,NA,NA,NA,NA,0.513395208759261,0.0178556791963004
"chu2023_s2",4,7,6,14,"wrong",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","wrong","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,6.48818897637795,2.44581320826403,121,6.52066115702479,2.22523097510393,NA,NA,NA,NA,0.013829853158954,0.0161388641725424
"chu2023_s2",4,7,7,14,"wrong",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","wrong","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,5.53883495145631,2.66612838911787,218,5.29816513761468,2.65671852099405,NA,NA,NA,NA,-0.0902725529126173,0.00945113472294697
"chu2023_s2",4,7,8,14,"wrong",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","wrong","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.85454545454545,2.38818330876496,122,4.79508196721311,2.51257506640105,NA,NA,NA,NA,0.381951496338151,0.0176020419229771
"chu2023_s2",4,7,6,15,"acceptable",65.7258064516129,29.8790322580645,7.11683041620666,"continuous","acceptable","sidee","action",61,"harm","notImplied","robot","mechanical",NA,NA,0.0496787253692709,"blame",127,4.38582677165354,2.6964033778541,121,4.44628099173554,2.50316603931614,NA,NA,NA,NA,0.0231456347424626,0.0161395586394159
"chu2023_s2",4,7,7,15,"acceptable",58.0188679245283,30.2099056603774,6.60043669237771,"continuous","acceptable","sidee","inaction",61,"harm","notImplied","robot","mechanical",NA,NA,0.0803107504792678,"blame",206,3.74757281553398,2.37761284916735,218,4.20183486238532,2.56088916194997,NA,NA,NA,NA,0.183320938682202,0.00948115528043513
"chu2023_s2",4,7,8,15,"acceptable",52.5862068965517,30.8060344827586,7.8762813296137,"continuous","acceptable","meane","action",61,"harm","notImplied","robot","mechanical",NA,NA,-0.453262102727802,"blame",110,3.42727272727273,2.13944642976983,122,4.12295081967213,2.3795890639486,NA,NA,NA,NA,0.305606467957376,0.0174889134050944
"he2024_s1",5,8,9,16,"moral",50,21,2.33845128886187,"continuous","moral",NA,NA,56,"notharm","notImplied","AI","AI",NA,NA,NA,NA,40,1.5858333334,0.387253275973335,40,1.762500000025,0.641321085731346,NA,NA,NA,NA,0.330275575675079,0.0506817622242969
"komatsu2017_s1",8,11,10,19,"wrong",22,21.5,0.75,"binary","wrong","sidee","action",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,35,NA,NA,35,NA,NA,27,8,29,6,-0.198004830917754,0.110395446736743
"komatsu2017_s1",8,11,11,19,"wrong",22,21.5,0.75,"binary","wrong","sidee","inaction",31,"harm","implied","robot","mechanical",NA,NA,NA,NA,37,NA,NA,34,NA,NA,25,9,30,7,-0.239076048666464,0.0994877527002383
"komatsu2021_s1",9,12,12,20,"permissible",32.4626865671642,45.0243902439024,10.5381432858163,"binary","permissible","sidee","action",53,"harm","implied","robot","mechanical",NA,0.0510488145775653,-0.12564161998019,"blame",142,NA,NA,126,NA,NA,78,48,74,68,0.221055556452308,0.0188072103518571
"komatsu2021_s2",9,13,13,21,"permissible",27.7922077922078,21.028947368421,1.97790004772883,"binary","permissible","sidee","action",52,"harm","implied","robot","mechanical",NA,-0.0627829182507207,-0.157588014944039,"blame",191,NA,NA,194,NA,NA,103,91,84,107,0.201721052805558,0.0127507557888776
